user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,age_group,pages_per_minute
7383,37,Unknown,Desktop,6.83,10,2,3,1,0,0,9.17,27.91,1,Millennials / Young Adults,1.46
7384,18,Male,Tablet,6.38,6,3,4,0,1,0,8.24,28.75,1,Gen Z / Youth,0.94
7385,18,Male,Desktop,28.79,11,11,7,0,1,0,33.07,62.94,1,Gen Z / Youth,0.38
7386,34,Male,Mobile,18.1,13,11,8,0,0,1,22.52,36.09,1,Millennials / Young Adults,0.72
7387,18,Female,Tablet,12.31,18,4,4,0,1,1,8.53,8.05,1,Gen Z / Youth,1.46
7388,47,Male,Mobile,24.24,14,3,4,0,0,1,34.43,71.14,1,Gen X / Middle Aged,0.58
7389,58,Female,Mobile,16.23,11,3,1,0,0,0,18.96,18.32,1,Gen X / Middle Aged,0.68
7390,20,Female,Mobile,8.01,5,8,8,1,0,1,7.75,92.94,0,Gen Z / Youth,0.62
7391,28,Female,Mobile,7.0,8,8,5,1,0,1,4.85,98.79,1,Millennials / Young Adults,1.14
7392,41,Male,Desktop,12.51,4,8,4,1,1,0,14.8,18.12,1,Millennials / Young Adults,0.32
7393,39,Female,Mobile,25.94,12,10,4,0,1,0,15.48,75.37,1,Millennials / Young Adults,0.46
7394,43,Male,Mobile,2.78,6,4,3,0,1,0,2.28,99.18,1,Millennials / Young Adults,2.16
7396,18,Female,Tablet,15.76,4,12,5,0,1,0,30.83,56.49,1,Gen Z / Youth,0.25
7397,41,Female,Desktop,4.53,10,4,0,1,1,0,2.34,31.2,1,Millennials / Young Adults,2.21
7398,27,Male,Mobile,19.26,11,1,9,1,0,1,9.8,1.17,1,Millennials / Young Adults,0.57
7399,52,Male,Desktop,7.19,15,5,1,0,0,0,4.4,89.82,1,Gen X / Middle Aged,2.09
7400,41,Female,Mobile,18.57,5,1,6,0,1,0,23.55,3.56,1,Millennials / Young Adults,0.27
7401,45,Male,Mobile,12.11,3,9,0,0,0,1,12.92,57.64,1,Millennials / Young Adults,0.25
7402,53,Male,Tablet,3.95,15,12,7,0,0,0,4.38,18.61,1,Gen X / Middle Aged,3.8
7403,33,Female,Tablet,17.89,2,4,7,0,1,1,19.74,24.2,1,Millennials / Young Adults,0.11
7404,57,Female,Desktop,20.81,2,7,6,0,0,0,11.17,2.34,1,Gen X / Middle Aged,0.1
7405,33,Male,Mobile,20.73,10,12,6,0,0,1,13.94,3.69,1,Millennials / Young Adults,0.48
7406,34,Female,Desktop,19.47,14,14,0,0,0,0,23.91,35.02,1,Millennials / Young Adults,0.72
7407,32,Female,Tablet,15.51,9,11,5,0,0,0,17.77,49.315,1,Millennials / Young Adults,0.58
7408,33,Male,Mobile,16.06,5,11,8,0,0,1,15.18,56.58,1,Millennials / Young Adults,0.31
7409,32,Male,Unknown,19.43,12,4,4,1,0,1,10.11,53.83,0,Millennials / Young Adults,0.62
7410,51,Female,Desktop,21.02,10,3,4,0,1,1,19.27,62.03,1,Gen X / Middle Aged,0.48
7411,28,Male,Mobile,19.99,1,4,6,1,0,0,14.95,53.53,1,Millennials / Young Adults,0.05
7412,18,Male,Tablet,18.02,19,6,9,1,1,0,21.57,30.42,1,Gen Z / Youth,1.05
7414,43,Female,Desktop,7.11,17,12,5,0,0,1,7.14,47.56,1,Millennials / Young Adults,2.39
7415,21,Female,Desktop,8.55,3,7,4,1,1,0,7.73,75.27,1,Gen Z / Youth,0.35
7416,22,Female,Mobile,27.67,1,14,0,1,0,1,21.39,91.2,1,Gen Z / Youth,0.04
7417,52,Male,Desktop,23.02,17,0,9,0,1,0,13.64,0.37,1,Gen X / Middle Aged,0.74
7418,30,Male,Mobile,15.76,6,3,9,0,0,1,14.85,47.81,1,Millennials / Young Adults,0.38
7419,39,Female,Mobile,8.31,13,6,5,0,1,1,9.79,60.46,1,Millennials / Young Adults,1.56
7420,28,Female,Mobile,4.22,4,0,8,0,1,1,4.92,50.24,1,Millennials / Young Adults,0.95
7421,35,Female,Mobile,27.06,5,3,5,0,0,1,24.7,90.24,1,Millennials / Young Adults,0.18
7422,51,Female,Desktop,26.89,15,14,2,0,0,0,39.42,94.0,1,Gen X / Middle Aged,0.56
7423,39,Male,Tablet,4.21,14,14,9,0,1,1,6.06,13.43,1,Millennials / Young Adults,3.33
7424,58,Male,Mobile,24.12,19,13,6,1,1,0,33.18,30.25,1,Gen X / Middle Aged,0.79
7425,59,Female,Mobile,13.95,15,5,3,1,0,0,13.05,26.39,1,Gen X / Middle Aged,1.08
7426,40,Female,Mobile,10.4,12,5,2,0,0,1,12.96,49.68,1,Millennials / Young Adults,1.15
7427,24,Male,Desktop,22.43,18,0,6,1,0,1,32.05,38.21,1,Gen Z / Youth,0.8
7428,56,Male,Tablet,18.82,14,6,5,0,1,0,23.29,35.92,1,Gen X / Middle Aged,0.74
7429,39,Male,Desktop,23.62,10,13,3,0,0,0,19.27,53.39,1,Millennials / Young Adults,0.42
7430,29,Male,Desktop,3.16,8,4,9,0,1,0,1.79,49.01,1,Millennials / Young Adults,2.53
7431,24,Female,Mobile,10.24,4,5,7,1,1,1,14.93,46.54,1,Gen Z / Youth,0.39
7432,43,Male,Mobile,10.26,18,0,1,1,0,0,15.31,11.32,1,Millennials / Young Adults,1.75
7433,50,Male,Desktop,10.56,10,6,5,0,1,0,12.6,53.93,1,Gen X / Middle Aged,0.95
7434,54,Male,Desktop,15.57,4,3,2,1,1,0,12.7,5.9,1,Gen X / Middle Aged,0.26
7435,32,Female,Desktop,9.21,11,2,7,1,1,0,12.57,61.63,1,Millennials / Young Adults,1.19
7436,19,Female,Desktop,13.89,5,11,7,1,0,0,20.19,62.34,1,Gen Z / Youth,0.36
7437,58,Male,Desktop,11.67,10,10,0,1,1,0,11.75,26.06,1,Gen X / Middle Aged,0.86
7438,24,Male,Desktop,22.32,6,12,1,0,0,1,18.12,13.53,1,Gen Z / Youth,0.27
7439,49,Female,Tablet,18.5,4,14,3,0,0,1,14.305,79.83,1,Gen X / Middle Aged,0.22
7440,21,Female,Tablet,19.96,18,3,0,1,1,1,11.45,77.04,1,Gen Z / Youth,0.9
7441,37,Male,Mobile,7.11,17,8,2,0,0,1,7.58,94.6,1,Millennials / Young Adults,2.39
7442,53,Female,Mobile,10.44,10,4,3,0,0,1,9.18,44.63,1,Gen X / Middle Aged,0.96
7443,49,Male,Mobile,1.61,9,11,9,0,0,0,2.23,31.56,1,Gen X / Middle Aged,5.59
7444,45,Female,Desktop,4.14,3,4,5,1,0,1,3.21,30.26,1,Millennials / Young Adults,0.72
7445,30,Male,Mobile,8.69,9,7,4,0,0,0,4.42,18.02,1,Millennials / Young Adults,1.04
7446,18,Male,Mobile,2.9,4,14,9,1,1,1,3.59,34.97,1,Gen Z / Youth,1.38
7447,39,Female,Mobile,18.48,19,6,5,1,0,1,9.38,12.78,1,Millennials / Young Adults,1.03
7448,47,Male,Desktop,29.95,9,2,7,0,0,1,31.33,87.2,1,Gen X / Middle Aged,0.3
7449,53,Female,Mobile,3.92,6,12,7,0,0,1,2.67,34.69,1,Gen X / Middle Aged,1.53
7450,42,Unknown,Mobile,24.82,11,14,1,1,1,0,27.56,54.73,1,Millennials / Young Adults,0.44
7451,33,Female,Mobile,4.45,15,0,0,1,0,0,3.11,6.66,1,Millennials / Young Adults,3.37
7452,36,Male,Desktop,20.43,6,11,5,0,0,1,20.47,28.07,1,Millennials / Young Adults,0.29
7453,18,Male,Mobile,19.65,10,10,0,1,1,0,16.41,22.35,1,Gen Z / Youth,0.51
7454,22,Male,Mobile,27.18,18,12,5,1,0,1,18.55,88.7,1,Gen Z / Youth,0.66
7455,39,Female,Desktop,4.3,16,1,6,1,1,0,4.76,18.0,1,Millennials / Young Adults,3.72
7456,41,Male,Mobile,10.15,4,2,8,1,0,1,5.91,79.55,1,Millennials / Young Adults,0.39
7457,54,Male,Mobile,3.63,13,10,9,1,0,0,5.23,28.27,1,Gen X / Middle Aged,3.58
7458,53,Male,Desktop,15.76,5,0,9,0,0,0,16.37,21.12,1,Gen X / Middle Aged,0.32
7459,53,Male,Mobile,27.44,19,0,0,1,1,1,38.85,0.97,1,Gen X / Middle Aged,0.69
7460,21,Female,Unknown,23.66,18,7,6,1,1,1,12.83,29.16,1,Gen Z / Youth,0.76
7461,39,Male,Mobile,21.96,17,12,3,1,1,0,11.03,7.03,1,Millennials / Young Adults,0.77
7462,35,Female,Mobile,16.46,16,7,8,0,0,0,14.12,36.21,1,Millennials / Young Adults,0.97
7463,33,Female,Desktop,26.62,1,1,3,0,1,1,29.73,5.29,1,Millennials / Young Adults,0.04
7464,58,Female,Desktop,14.03,1,7,1,0,1,1,10.44,6.42,1,Gen X / Middle Aged,0.07
7465,35,Female,Mobile,5.34,14,10,0,0,1,1,5.6,35.45,1,Millennials / Young Adults,2.62
7466,39,Male,Mobile,25.29,2,12,6,0,0,1,27.97,44.8,1,Millennials / Young Adults,0.08
7467,19,Male,Desktop,9.11,15,13,6,0,1,0,5.94,33.24,0,Gen Z / Youth,1.65
7468,38,Male,Desktop,2.56,3,1,2,1,1,0,3.25,2.37,1,Millennials / Young Adults,1.17
7469,53,Female,Mobile,4.66,13,12,4,1,1,1,6.69,17.81,1,Gen X / Middle Aged,2.79
7470,56,Male,Unknown,18.66,19,10,9,1,1,0,21.27,93.9,1,Gen X / Middle Aged,1.02
7471,56,Female,Mobile,18.61,1,4,6,0,0,1,26.94,57.17,1,Gen X / Middle Aged,0.05
7472,46,Male,Mobile,8.55,13,0,7,0,1,0,6.38,85.4,1,Gen X / Middle Aged,1.52
7473,43,Male,Unknown,22.09,15,8,8,0,1,0,11.85,5.13,1,Millennials / Young Adults,0.68
7474,38,Male,Mobile,23.44,16,3,9,0,0,0,17.52,49.315,1,Millennials / Young Adults,0.68
7475,34,Female,Mobile,27.69,11,9,9,0,1,0,31.79,78.18,1,Millennials / Young Adults,0.4
7476,33,Male,Mobile,17.96,3,13,0,0,1,1,19.71,38.45,1,Millennials / Young Adults,0.17
7477,48,Female,Mobile,23.6,8,10,8,1,0,1,18.11,36.91,1,Gen X / Middle Aged,0.34
7478,26,Female,Mobile,22.84,6,1,5,0,0,0,20.74,23.82,1,Millennials / Young Adults,0.26
7479,48,Female,Mobile,8.48,5,0,5,0,1,0,7.36,16.05,1,Gen X / Middle Aged,0.59
7480,31,Male,Mobile,10.0,10,5,6,0,0,1,14.5,82.85,1,Millennials / Young Adults,1.0
7481,54,Male,Desktop,14.88,9,10,8,0,1,1,12.12,6.14,1,Gen X / Middle Aged,0.6
7482,19,Female,Mobile,1.55,5,7,6,0,0,1,1.07,49.84,1,Gen Z / Youth,3.23
7483,31,Unknown,Desktop,9.62,10,3,6,1,1,0,10.25,49.315,1,Millennials / Young Adults,1.04
7484,50,Female,Mobile,14.74,6,0,2,1,0,1,9.21,27.54,1,Gen X / Middle Aged,0.41
7485,52,Female,Mobile,4.13,10,0,9,1,0,1,4.16,76.07,1,Gen X / Middle Aged,2.42
7486,56,Female,Mobile,4.66,4,5,8,1,0,1,5.53,87.9,1,Gen X / Middle Aged,0.86
7487,37,Male,Tablet,14.43,12,1,3,0,1,0,20.83,19.5,1,Millennials / Young Adults,0.83
7488,19,Male,Mobile,22.2,6,14,5,1,0,0,30.91,7.7,1,Gen Z / Youth,0.27
7489,58,Male,Mobile,25.18,1,4,6,1,1,1,33.77,37.51,1,Gen X / Middle Aged,0.04
7490,36,Female,Desktop,15.76,18,14,8,0,1,1,15.05,44.01,1,Millennials / Young Adults,1.14
7491,54,Female,Tablet,14.77,2,1,9,0,0,0,20.59,5.31,1,Gen X / Middle Aged,0.14
7492,35,Male,Tablet,12.14,5,8,2,0,1,0,14.77,47.0,1,Millennials / Young Adults,0.41
7493,33,Male,Mobile,6.6,16,1,1,1,1,0,6.21,95.11,1,Millennials / Young Adults,2.42
7494,21,Female,Mobile,5.25,12,4,1,1,1,1,5.59,38.56,1,Gen Z / Youth,2.29
7495,29,Female,Desktop,23.96,12,3,1,1,1,1,22.43,90.0,1,Millennials / Young Adults,0.5
7496,46,Female,Mobile,14.49,11,10,8,0,1,0,10.1,84.86,1,Gen X / Middle Aged,0.76
7497,24,Male,Desktop,23.92,19,0,7,0,1,0,22.76,43.66,1,Gen Z / Youth,0.79
7498,31,Female,Desktop,21.42,7,9,8,0,0,0,28.0,70.65,1,Millennials / Young Adults,0.33
7499,29,Female,Desktop,6.62,2,8,8,0,1,0,5.07,20.91,1,Millennials / Young Adults,0.3
7500,52,Female,Mobile,15.8,6,2,0,1,1,0,18.02,13.51,1,Gen X / Middle Aged,0.38
7501,22,Male,Mobile,13.88,4,9,9,0,0,1,14.62,0.21,1,Gen Z / Youth,0.29
7502,34,Female,Desktop,13.29,2,7,9,0,0,1,18.87,7.33,1,Millennials / Young Adults,0.15
7503,59,Male,Mobile,16.73,17,3,8,0,0,1,20.85,62.83,1,Gen X / Middle Aged,1.02
7504,49,Female,Mobile,29.48,8,10,0,0,1,0,14.305,88.54,1,Gen X / Middle Aged,0.27
7505,27,Female,Mobile,24.57,5,12,4,1,0,0,26.09,97.78,1,Millennials / Young Adults,0.2
7506,34,Male,Mobile,27.21,10,12,3,0,0,1,38.4,48.25,1,Millennials / Young Adults,0.37
7507,22,Female,Mobile,1.86,16,8,7,0,0,0,1.35,14.05,1,Gen Z / Youth,8.6
7508,59,Male,Desktop,5.07,2,4,4,1,1,0,4.94,0.01,1,Gen X / Middle Aged,0.39
7509,26,Female,Mobile,3.46,19,1,8,0,1,0,14.305,98.49,1,Millennials / Young Adults,5.49
7510,50,Male,Mobile,8.63,7,7,0,1,0,0,7.93,81.78,1,Gen X / Middle Aged,0.81
7511,53,Female,Unknown,13.81,2,12,7,0,1,1,7.71,52.37,1,Gen X / Middle Aged,0.14
7512,53,Male,Mobile,19.62,13,7,5,0,0,1,27.0,24.56,1,Gen X / Middle Aged,0.66
7513,35,Male,Tablet,15.52,4,13,0,1,1,1,22.94,51.77,1,Millennials / Young Adults,0.26
7514,26,Female,Desktop,27.19,16,1,1,0,0,0,29.03,83.85,1,Millennials / Young Adults,0.59
7515,46,Male,Mobile,28.26,10,5,3,1,1,1,29.79,55.6,1,Gen X / Middle Aged,0.35
7516,31,Female,Desktop,5.74,17,0,4,0,0,1,8.36,99.55,1,Millennials / Young Adults,2.96
7517,42,Male,Mobile,25.73,14,7,0,1,0,0,22.98,10.67,1,Millennials / Young Adults,0.54
7518,32,Female,Tablet,14.97,12,8,9,1,0,1,16.78,98.25,1,Millennials / Young Adults,0.8
7519,23,Female,Mobile,14.15,13,6,6,1,1,1,18.92,58.46,1,Gen Z / Youth,0.92
7520,59,Female,Mobile,23.76,8,12,3,1,1,0,23.9,56.79,1,Gen X / Middle Aged,0.34
7521,46,Female,Mobile,3.7,17,12,0,0,0,0,2.67,35.91,1,Gen X / Middle Aged,4.59
7522,32,Male,Desktop,26.59,18,8,5,1,1,1,34.9,4.09,1,Millennials / Young Adults,0.68
7523,46,Female,Mobile,20.46,10,1,8,0,1,1,15.78,76.04,1,Gen X / Middle Aged,0.49
7524,21,Female,Desktop,26.38,13,10,8,0,0,0,35.45,27.59,1,Gen Z / Youth,0.49
7525,35,Female,Mobile,29.84,10,0,3,0,0,1,43.11,35.0,1,Millennials / Young Adults,0.34
7527,39,Female,Mobile,3.7,6,3,9,1,1,0,2.03,5.7,1,Millennials / Young Adults,1.62
7528,39,Male,Tablet,5.83,12,9,0,1,1,1,8.49,1.08,1,Millennials / Young Adults,2.06
7529,31,Female,Mobile,10.38,13,7,5,0,0,1,13.82,10.49,1,Millennials / Young Adults,1.25
7530,20,Male,Mobile,4.0,4,2,8,1,0,1,2.47,73.53,1,Gen Z / Youth,1.0
7531,59,Male,Tablet,24.64,15,6,0,1,1,0,27.83,19.05,1,Gen X / Middle Aged,0.61
7533,59,Female,Desktop,29.3,19,10,5,0,1,0,24.33,18.59,1,Gen X / Middle Aged,0.65
7534,35,Male,Mobile,21.38,15,14,9,0,0,1,23.1,28.47,1,Millennials / Young Adults,0.7
7535,37,Male,Mobile,6.03,6,9,6,1,0,0,7.31,3.79,1,Millennials / Young Adults,1.0
7536,42,Male,Mobile,14.81,6,8,3,0,0,0,7.57,36.65,1,Millennials / Young Adults,0.41
7537,55,Female,Mobile,14.54,5,10,8,1,0,0,9.49,13.64,1,Gen X / Middle Aged,0.34
7538,30,Male,Mobile,15.28,2,3,5,0,0,0,21.43,55.81,1,Millennials / Young Adults,0.13
7539,21,Male,Mobile,16.54,2,13,5,1,1,0,16.46,49.315,1,Gen Z / Youth,0.12
7540,31,Female,Desktop,1.9,5,9,9,1,0,0,1.88,87.84,1,Millennials / Young Adults,2.63
7541,50,Male,Desktop,20.9,3,12,5,1,0,1,28.01,93.34,1,Gen X / Middle Aged,0.14
7542,45,Female,Mobile,15.13,6,13,3,0,1,0,9.52,12.39,1,Millennials / Young Adults,0.4
7543,54,Male,Mobile,23.94,11,0,6,0,0,0,29.06,51.65,1,Gen X / Middle Aged,0.46
7544,25,Female,Mobile,24.65,5,6,1,1,0,1,24.8,11.48,1,Gen Z / Youth,0.2
7545,51,Male,Desktop,7.69,18,9,1,0,0,1,9.55,30.65,1,Gen X / Middle Aged,2.34
7546,22,Female,Mobile,2.4,14,11,5,1,0,0,2.83,23.13,1,Gen Z / Youth,5.83
7547,22,Female,Desktop,21.39,10,13,8,1,0,0,24.95,1.25,1,Gen Z / Youth,0.47
7548,48,Male,Unknown,29.36,3,5,2,1,1,0,39.81,93.18,1,Gen X / Middle Aged,0.1
7550,59,Male,Desktop,8.53,16,0,8,1,0,0,7.74,51.9,1,Gen X / Middle Aged,1.88
7551,49,Female,Desktop,5.54,11,8,8,1,1,0,3.87,34.49,1,Gen X / Middle Aged,1.99
7552,50,Female,Mobile,9.34,4,9,2,1,0,0,7.88,41.16,1,Gen X / Middle Aged,0.43
7553,20,Female,Mobile,10.51,11,7,0,1,1,0,14.4,20.52,1,Gen Z / Youth,1.05
7554,47,Female,Tablet,13.29,8,9,1,0,0,1,11.13,49.315,1,Gen X / Middle Aged,0.6
7555,29,Female,Mobile,20.01,16,3,7,0,0,1,29.72,28.55,1,Millennials / Young Adults,0.8
7556,46,Female,Desktop,8.92,8,14,6,0,0,0,9.88,7.47,1,Gen X / Middle Aged,0.9
7557,20,Female,Desktop,2.48,9,14,0,1,1,1,3.26,56.45,1,Gen Z / Youth,3.63
7558,43,Male,Desktop,11.83,14,4,2,0,1,0,11.75,74.88,1,Millennials / Young Adults,1.18
7559,47,Male,Mobile,25.81,8,7,7,1,1,0,29.8,97.14,1,Gen X / Middle Aged,0.31
7560,26,Female,Mobile,15.45,16,1,5,1,1,1,23.01,62.15,1,Millennials / Young Adults,1.04
7561,43,Female,Tablet,28.98,2,5,4,0,1,0,28.99,18.44,1,Millennials / Young Adults,0.07
7562,19,Female,Unknown,15.61,19,9,2,1,1,1,11.92,39.11,1,Gen Z / Youth,1.22
7563,20,Male,Mobile,9.0,19,1,6,0,0,1,10.35,31.67,1,Gen Z / Youth,2.11
7564,21,Female,Desktop,15.76,19,14,4,0,0,0,9.38,1.95,1,Gen Z / Youth,1.21
7565,42,Male,Mobile,21.14,18,11,0,0,1,1,10.93,49.315,1,Millennials / Young Adults,0.85
7566,30,Female,Desktop,16.56,13,10,4,1,0,1,24.72,79.96,1,Millennials / Young Adults,0.79
7567,56,Female,Desktop,18.52,17,7,2,0,0,1,19.35,40.53,1,Gen X / Middle Aged,0.92
7568,52,Female,Desktop,22.9,1,4,1,1,0,1,29.76,85.18,1,Gen X / Middle Aged,0.04
7569,40,Female,Desktop,22.05,5,11,2,1,1,0,13.63,74.29,1,Millennials / Young Adults,0.23
7570,26,Female,Mobile,2.26,13,9,9,1,1,0,1.79,71.94,1,Millennials / Young Adults,5.75
7571,19,Male,Mobile,24.27,6,2,3,0,1,1,35.85,38.1,1,Gen Z / Youth,0.25
7572,58,Female,Unknown,15.76,10,1,0,1,0,1,12.96,5.34,1,Gen X / Middle Aged,0.63
7573,48,Male,Mobile,15.76,9,3,3,1,1,1,11.27,88.24,1,Gen X / Middle Aged,0.57
7574,19,Male,Tablet,16.59,6,7,8,0,0,1,12.95,63.83,1,Gen Z / Youth,0.36
7575,49,Female,Desktop,18.76,1,0,0,0,0,1,18.17,9.05,0,Gen X / Middle Aged,0.05
7576,35,Female,Mobile,5.34,18,9,6,1,0,1,3.52,8.16,1,Millennials / Young Adults,3.37
7577,30,Female,Desktop,13.11,7,14,7,0,0,1,13.23,61.43,1,Millennials / Young Adults,0.53
7578,22,Male,Mobile,10.73,10,2,8,1,0,0,8.57,42.22,1,Gen Z / Youth,0.93
7579,59,Male,Mobile,11.16,12,12,6,0,0,0,14.68,19.07,1,Gen X / Middle Aged,1.08
7580,27,Male,Desktop,3.65,15,0,8,0,1,0,3.25,23.94,1,Millennials / Young Adults,4.11
7581,42,Female,Desktop,5.64,17,1,9,0,0,0,7.29,38.57,1,Millennials / Young Adults,3.01
7582,51,Male,Mobile,5.69,3,9,2,0,0,0,6.5,75.02,1,Gen X / Middle Aged,0.53
7583,54,Male,Mobile,11.82,15,10,0,1,0,1,16.73,19.7,1,Gen X / Middle Aged,1.27
7584,47,Male,Mobile,15.76,1,14,1,0,0,1,35.31,70.23,1,Gen X / Middle Aged,0.06
7585,24,Female,Mobile,6.97,11,6,9,0,1,1,9.77,17.9,1,Gen Z / Youth,1.58
7586,23,Male,Mobile,13.07,6,0,0,1,0,0,13.41,76.37,1,Gen Z / Youth,0.46
7587,20,Male,Mobile,10.04,16,8,1,1,1,0,14.19,90.03,1,Gen Z / Youth,1.59
7588,30,Female,Desktop,23.83,12,7,8,0,0,1,15.6,44.28,1,Millennials / Young Adults,0.5
7589,20,Female,Tablet,2.45,15,0,4,0,1,1,1.43,64.13,1,Gen Z / Youth,6.12
7590,43,Female,Mobile,6.7,18,9,3,1,1,0,6.87,26.64,1,Millennials / Young Adults,2.69
7591,41,Male,Mobile,7.11,10,0,1,0,1,0,9.43,92.76,0,Millennials / Young Adults,1.41
7592,23,Male,Desktop,29.8,12,1,2,0,0,1,21.22,42.59,1,Gen Z / Youth,0.4
7593,59,Male,Desktop,17.55,19,1,8,1,1,1,25.77,49.67,1,Gen X / Middle Aged,1.08
7594,29,Female,Tablet,5.03,5,5,2,0,0,1,3.45,26.15,1,Millennials / Young Adults,0.99
7595,53,Male,Unknown,8.89,18,0,7,1,1,0,14.305,19.4,1,Gen X / Middle Aged,2.02
7596,19,Female,Mobile,5.87,19,3,0,1,1,1,8.31,22.74,1,Gen Z / Youth,3.24
7597,28,Female,Mobile,4.61,12,6,4,0,0,1,6.76,47.58,1,Millennials / Young Adults,2.6
7598,56,Male,Desktop,24.12,1,12,1,1,1,0,28.01,13.76,1,Gen X / Middle Aged,0.04
7599,51,Male,Mobile,15.38,2,12,3,0,0,0,16.52,38.79,1,Gen X / Middle Aged,0.13
7600,43,Male,Mobile,19.31,3,11,1,0,0,1,11.41,38.2,1,Millennials / Young Adults,0.16
7601,35,Female,Mobile,10.61,12,7,2,0,0,0,5.52,43.32,1,Millennials / Young Adults,1.13
7603,53,Male,Desktop,8.47,7,2,1,0,1,0,6.56,27.44,1,Gen X / Middle Aged,0.83
7604,57,Female,Mobile,9.93,4,3,8,1,1,1,5.68,36.68,1,Gen X / Middle Aged,0.4
7605,39,Male,Desktop,19.91,12,4,7,1,1,1,20.68,90.24,1,Millennials / Young Adults,0.6
7606,47,Male,Mobile,5.36,8,4,4,1,1,0,4.36,3.75,1,Gen X / Middle Aged,1.49
7607,47,Male,Mobile,18.9,1,1,0,0,0,1,16.21,49.315,1,Gen X / Middle Aged,0.05
7608,25,Female,Mobile,25.71,5,12,4,1,1,1,21.95,92.88,1,Gen Z / Youth,0.19
7609,51,Female,Mobile,4.49,1,4,3,0,0,0,3.36,27.1,1,Gen X / Middle Aged,0.22
7610,26,Male,Unknown,27.03,15,9,8,0,1,0,39.67,30.42,1,Millennials / Young Adults,0.55
7611,37,Male,Desktop,3.3,13,0,1,1,1,0,2.53,34.41,1,Millennials / Young Adults,3.94
7612,57,Female,Desktop,11.12,13,6,6,1,0,0,11.75,10.34,1,Gen X / Middle Aged,1.17
7613,42,Male,Mobile,18.7,4,13,1,1,0,0,13.81,76.9,1,Millennials / Young Adults,0.21
7614,36,Female,Mobile,17.22,15,14,2,0,0,0,21.73,16.32,1,Millennials / Young Adults,0.87
7615,22,Male,Tablet,3.8,10,4,2,0,1,0,2.77,70.18,1,Gen Z / Youth,2.63
7616,28,Female,Mobile,24.17,8,5,9,1,1,0,26.94,23.25,1,Millennials / Young Adults,0.33
7617,32,Male,Mobile,29.22,16,13,7,1,0,1,38.98,68.21,1,Millennials / Young Adults,0.55
7618,25,Female,Mobile,6.26,12,8,1,0,0,1,4.83,97.19,1,Gen Z / Youth,1.92
7619,36,Male,Desktop,26.96,6,2,0,1,1,0,35.14,50.97,1,Millennials / Young Adults,0.22
7620,40,Female,Mobile,17.15,15,0,5,0,0,0,14.305,31.89,1,Millennials / Young Adults,0.87
7621,44,Female,Mobile,28.14,7,7,5,0,0,1,17.35,37.8,1,Millennials / Young Adults,0.25
7622,57,Female,Mobile,6.11,5,1,0,0,0,0,5.5,38.39,1,Gen X / Middle Aged,0.82
7623,49,Female,Mobile,23.97,15,1,4,0,1,1,21.74,12.53,1,Gen X / Middle Aged,0.63
7624,43,Male,Mobile,2.73,12,9,8,0,1,1,2.77,81.88,1,Millennials / Young Adults,4.4
7625,39,Female,Desktop,26.61,11,12,9,1,1,0,13.94,37.92,1,Millennials / Young Adults,0.41
7626,36,Female,Desktop,20.55,4,3,9,1,0,1,12.68,71.79,1,Millennials / Young Adults,0.19
7627,59,Male,Mobile,11.74,13,4,4,1,0,1,5.99,27.04,1,Gen X / Middle Aged,1.11
7628,46,Female,Mobile,6.52,18,0,6,0,1,0,9.48,35.64,1,Gen X / Middle Aged,2.76
7629,56,Male,Desktop,24.68,8,10,5,1,1,1,20.07,88.69,1,Gen X / Middle Aged,0.32
7630,58,Female,Desktop,18.49,10,2,9,1,0,1,21.97,42.5,1,Gen X / Middle Aged,0.54
7631,50,Female,Mobile,11.45,16,10,3,1,1,1,12.69,35.32,1,Gen X / Middle Aged,1.4
7632,36,Female,Mobile,13.87,3,7,1,0,0,1,16.99,31.37,1,Millennials / Young Adults,0.22
7633,54,Female,Mobile,24.97,16,5,9,1,1,1,34.53,89.29,1,Gen X / Middle Aged,0.64
7634,36,Female,Mobile,10.83,16,2,4,1,1,0,7.94,42.28,1,Millennials / Young Adults,1.48
7635,50,Female,Mobile,3.6,7,13,9,0,1,0,3.33,87.71,1,Gen X / Middle Aged,1.94
7636,33,Male,Desktop,27.43,13,11,8,1,1,1,22.72,30.03,1,Millennials / Young Adults,0.47
7637,40,Male,Mobile,12.23,13,6,2,1,1,1,7.12,97.83,1,Millennials / Young Adults,1.06
7638,24,Female,Desktop,11.1,19,10,2,0,1,0,5.9,50.28,1,Gen Z / Youth,1.71
7639,43,Female,Desktop,6.93,18,5,6,1,0,0,8.76,16.46,1,Millennials / Young Adults,2.6
7640,49,Male,Desktop,27.03,7,4,9,0,0,0,17.01,42.41,1,Gen X / Middle Aged,0.26
7641,29,Male,Mobile,7.31,18,7,1,1,0,1,3.77,68.18,1,Millennials / Young Adults,2.46
7642,25,Female,Mobile,19.46,18,7,7,0,1,0,18.26,88.78,1,Gen Z / Youth,0.92
7643,22,Female,Tablet,26.54,4,2,6,0,1,0,21.82,12.71,1,Gen Z / Youth,0.15
7644,59,Female,Desktop,2.01,9,7,7,0,1,0,1.14,55.84,1,Gen X / Middle Aged,4.48
